'INSERT INTO `dd_results` (`RaceDate`, `Start`, `Place`, `id`, `Boat`) VALUES
'1999-08-17', 3, 3, 405, 'Ruby\'s Yacht'
'1999-08-17', 4, 1, 556, '505 #6736'
'1999-08-17', 4, 2, 560, 'Wet Spot'
'1999-08-17', 4, 3, 571, 'Whip/Wavelength/US #121'
'1999-08-24', 1, 1, 331, 'Midnight Special'
'1999-08-24', 1, 2, 3, 'Afterburner'
'1999-08-24', 1, 3, 452, 'Shoot the Moon'
'1999-08-24', 2, 1, 150, 'Dreams'
'1999-08-24', 2, 2, 78, 'Breathless Mahoney'
'1999-08-24', 2, 3, 417, 'Retsina'
'1999-08-24', 3, 1, 361, 'Opus'
'1999-08-24', 3, 2, 175, 'Foxy Lady'
'1999-08-24', 3, 3, 447, 'Satisfaction'
'1999-08-24', 4, 1, 556, 'US #5545'
'1999-08-24', 4, 2, 639, '#131373'
'1999-08-24', 4, 3, 571, 'Whip/Wavelength/US #121'
'1999-08-31', 1, 1, 3, 'Afterburner'
'1999-08-31', 1, 2, 144, 'Dragon Fly'
'1999-08-31', 1, 3, 83, 'Chaak'
'1999-08-31', 2, 1, 693, 'Scat'
'1999-08-31', 2, 2, 694, 'Full Moon'
'1999-08-31', 2, 3, 266, 'J24 #2257'
'1999-08-31', 3, 1, 556, 'US #681'
'1999-08-31', 3, 2, 556, 'US #116'
'1999-08-31', 3, 3, 357, 'Nauta'
'1999-08-31', 4, 1, 556, 'US #1082'
'1999-08-31', 4, 2, 532, 'Tidal Wave'
'1999-08-31', 4, 3, 556, '505 #7795'
'1999-09-07', 1, 1, 83, 'Chaak'
'1999-09-07', 1, 2, 346, 'Marley Barley'
'1999-09-07', 1, 3, 3, 'Afterburner'
'1999-09-07', 2, 1, 26, 'Andiamo'
'1999-09-07', 2, 2, 150, 'Dreams'
'1999-09-07', 2, 3, 417, 'Retsina'
'1999-09-07', 3, 1, 175, 'Foxy Lady'
'1999-09-07', 3, 2, 79, 'Borderboard'
'1999-09-07', 3, 3, 405, 'Ruby\'s Yacht'
'1999-09-07', 4, 1, 180, 'Foul Play'
'1999-09-07', 4, 2, 532, 'Tidal Wave'
'1999-09-07', 4, 3, 576, 'Wacky'
'1999-11-06', 1, 1, 83, 'Chaak'
'1999-11-06', 1, 2, 319, 'Mystique'
'1999-11-06', 1, 3, 395, 'Pardon Me Boyz'
'1999-11-06', 2, 1, 252, 'Isis'
'1999-11-06', 2, 2, 694, 'Full Moon'
'1999-11-06', 2, 3, 114, 'Christa Bell'
'1999-11-06', 3, 1, 35, 'Airloom'
'1999-11-06', 3, 2, 567, 'Valella'
'1999-11-06', 3, 3, 588, 'Walkabout'
'1999-11-06', 4, 1, 348, 'N/A'
'1999-11-06', 4, 2, 348, 'N/A'
'1999-11-06', 4, 3, 348, 'N/A'
'2000-05-16', 1, 1, 349, 'Neptune\'s Car'
'2000-05-16', 1, 2, 3, 'Afterburner'
'2000-05-16', 1, 3, 119, 'Crime Scene'
'2000-05-16', 2, 1, 213, 'Goose & Duck'
'2000-05-16', 2, 2, 693, 'Scat'
'2000-05-16', 2, 3, 580, 'WhooDat'
'2000-05-16', 3, 1, 516, 'Tekka Maki'
'2000-05-16', 3, 2, 610, 'Winter\'s Dream'
'2000-05-16', 3, 3, 550, 'Tart'
'2000-05-16', 4, 1, 571, 'Whip/Wavelength/US #121'
'2000-05-16', 4, 2, 562, 'Uncas'
'2000-05-16', 4, 3, 335, 'Minintrepid'
'2000-05-23', 1, 1, 3, 'Afterburner'
'2000-05-23', 1, 2, 343, 'March First'
'2000-05-23', 1, 3, 330, 'Madam X'
'2000-05-23', 2, 1, 693, 'Scat'
'2000-05-23', 2, 2, 213, 'Goose & Duck'
'2000-05-23', 2, 3, 150, 'Dreams'
'2000-05-23', 3, 1, 550, 'Tart'
'2000-05-23', 3, 2, 14, 'Aging Orange'
'2000-05-23', 3, 3, 387, 'Polaris'
'2000-05-23', 4, 1, 571, 'Whip/Wavelength/US #121'
'2000-05-23', 4, 2, 562, 'Uncas'
'2000-05-23', 4, 3, 302, 'Lido 14'
'2000-05-30', 1, 1, 3, 'Afterburner'
'2000-05-30', 1, 2, 491, 'Synergy 1000'
'2000-05-30', 1, 3, 343, 'March First'
'2000-05-30', 2, 1, 693, 'Scat'
'2000-05-30', 2, 2, 213, 'Goose & Duck'
'2000-05-30', 2, 3, 580, 'WhooDat'
'2000-05-30', 3, 1, 516, 'Tekka Maki'
'2000-05-30', 3, 2, 550, 'Tart'
'2000-05-30', 3, 3, 14, 'Aging Orange'
'2000-05-30', 4, 1, 556, '505 #6736'
'2000-05-30', 4, 2, 571, 'Whip/Wavelength/US #121'
'2000-05-30', 4, 3, 335, 'Minintrepid'
'2000-06-06', 1, 1, 138, 'Demonstration Race Spirit of Seattle! Afterburner'
'2000-06-06', 1, 2, 330, 'Madam X'
'2000-06-06', 1, 3, 6, 'Aprisa'
'2000-06-06', 2, 1, 215, 'Goose & Duck'
'2000-06-06', 2, 2, 693, 'Scat'
'2000-06-06', 2, 3, 150, 'Dreams'
'2000-06-06', 3, 1, 610, 'Winter\'s Dream'
'2000-06-06', 3, 2, 387, 'Polaris'
'2000-06-06', 3, 3, 291, 'Lullaby'
'2000-06-06', 4, 1, 556, '505 #6736'
'2000-06-06', 4, 2, 562, 'Uncas'
'2000-06-06', 4, 3, 571, 'Whip/Wavelength/US #121'
'2000-06-13', 1, 1, 343, 'March First'
'2000-06-13', 1, 2, 491, 'Synergy 1000'
'2000-06-13', 1, 3, 330, 'Madam X'
'2000-06-13', 2, 1, 477, 'Shogun'
'2000-06-13', 2, 2, 628, 'Zoomie Island'
'2000-06-13', 2, 3, 580, 'WhooDat'
'2000-06-13', 3, 1, 516, 'Tekka Maki'
'2000-06-13', 3, 2, 550, 'Tart'
'2000-06-13', 3, 3, 405, 'Ruby\'s Yacht'
'2000-06-13', 4, 1, 298, 'Laser #1028'
'2000-06-13', 4, 2, 556, '505 #7795'
'2000-06-13', 4, 3, 571, 'Whip/Wavelength/US #121'
'2000-06-20', 1, 1, 3, 'Afterburner'
'2000-06-20', 1, 2, 349, 'Neptune\'s Car'
'2000-06-20', 1, 3, 343, 'March First'
'2000-06-20', 2, 1, 693, 'Scat'
'2000-06-20', 2, 2, 580, 'WhooDat'
'2000-06-20', 2, 3, 254, 'Ignitor'
'2000-06-20', 3, 1, 610, 'Winter\'s Dream'
'2000-06-20', 3, 2, 516, 'Tekka Maki'
'2000-06-20', 3, 3, 550, 'Tart'
'2000-06-20', 4, 1, 556, '505 #7795'
'2000-06-20', 4, 2, 296, 'Lighting #9401'
'2000-06-20', 4, 3, 571, 'Whip/Wavelength/US #121'
'2000-06-27', 1, 1, 378, 'Paddy Wagon'
'2000-06-27', 1, 2, 343, 'March First'
'2000-06-27', 1, 3, 477, 'Sachem'
'2000-06-27', 2, 1, 693, 'Scat'
'2000-06-27', 2, 2, 580, 'WhooDat'
'2000-06-27', 2, 3, 254, 'Ignitor'
'2000-06-27', 3, 1, 599, 'Winkie'
'2000-06-27', 3, 2, 387, 'Polaris'
'2000-06-27', 3, 3, 53, 'Beluga'
'2000-06-27', 4, 1, 556, '505 #6736'
'2000-06-27', 4, 2, 571, 'Whip/Wavelength/US #121'
'2000-06-27', 4, 3, 89, 'Coast 13'
'2000-07-11', 1, 1, 378, 'Paddy Wagon'
'2000-07-11', 1, 2, 343, 'March First'
'2000-07-11', 1, 3, 3, 'Afterburner'
'2000-07-11', 2, 1, 215, 'Goose & Duck'
'2000-07-11', 2, 2, 693, 'Scat'
'2000-07-11', 2, 3, 148, 'Dirty Bird'
'2000-07-11', 3, 1, 516, 'Tekka Maki'
'2000-07-11', 3, 2, 415, 'Rawhide'
'2000-07-11', 3, 3, 550, 'Tart'
'2000-07-11', 4, 1, 556, '505 #6736'
'2000-07-11', 4, 2, 556, '420 #1513'
'2000-07-11', 4, 3, 562, 'Uncas'
'2000-07-25', 1, 1, 308, 'Lunch Box'
'2000-07-25', 1, 2, 619, 'Yakima'
'2000-07-25', 1, 3, 452, 'Shoot the Moon'
'2000-07-25', 2, 1, 693, 'Scat'
'2000-07-25', 2, 2, 215, 'Goose & Duck'
'2000-07-25', 2, 3, 580, 'WhooDat'
'2000-07-25', 3, 1, 516, 'Tekka Maki'
'2000-07-25', 3, 2, 387, 'Polaris'
'2000-07-25', 3, 3, 16, 'Agin\' Orange'
'2000-07-25', 4, 1, 616, 'XTC'
'2000-07-25', 4, 2, 166, 'Emerald Beauty'
'2000-07-25', 4, 3, 297, 'Laser #162239'
'2000-08-01', 1, 1, 3, 'Afterburner'
'2000-08-01', 1, 2, 343, 'March First'
'2000-08-01', 1, 3, 463, 'Stars & Stripes'
'2000-08-01', 2, 1, 693, 'Scat'
'2000-08-01', 2, 2, 150, 'Dreams'
'2000-08-01', 2, 3, 131, 'Deception'
'2000-08-01', 3, 1, 447, 'Satisfaction'
'2000-08-01', 3, 2, 387, 'Polaris'
'2000-08-01', 3, 3, 291, 'Lullaby'
'2000-08-01', 4, 1, 556, '505 #6736'
'2000-08-01', 4, 2, 297, 'Laser #162239'
'2000-08-01', 4, 3, 671, '420 #1510'
'2000-08-08', 1, 1, 492, 'Synergy 1000'
'2000-08-08', 1, 2, 119, 'Crime Scene'
'2000-08-08', 1, 3, 463, 'Stars & Stripes'
'2000-08-08', 2, 1, 148, 'Dirty Bird'
'2000-08-08', 2, 2, 693, 'Scat'
'2000-08-08', 2, 3, 150, 'Dreams'
'2000-08-08', 3, 1, 516, 'Tekka Maki'
'2000-08-08', 3, 2, 16, 'Agin\' Orange'
'2000-08-08', 3, 3, 447, 'Satisfaction'
'2000-08-08', 4, 1, 556, '505 #6736'
'2000-08-08', 4, 2, 297, 'Laser #16973'
'2000-08-08', 4, 3, 571, 'Whip/Wavelength/US #121'
'2000-08-15', 1, 1, 343, 'March First'
'2000-08-15', 1, 2, 262, 'Incantation'
'2000-08-15', 1, 3, 463, 'Stars & Stripes'
'2000-08-15', 2, 1, 150, 'Dreams'
'2000-08-15', 2, 2, 694, 'Full Moon'
'2000-08-15', 2, 3, 611, 'Where\'s the Beef?'
'2000-08-15', 3, 1, 35, 'Airloom'
'2000-08-15', 3, 2, 610, 'Winter\'s Dream'
'2000-08-15', 3, 3, 387, 'Polaris'
'2000-08-15', 4, 1, 556, '505 #6736'
'2000-08-15', 4, 2, 252, 'I-14 US#1032'
'2000-08-15', 4, 3, 571, 'Whip/Wavelength/US #121'
'2000-08-22', 1, 1, 144, 'Dragon Fly'
'2000-08-22', 1, 2, 3, 'Afterburner'
'2000-08-22', 1, 3, 343, 'March First'
'2000-08-22', 2, 1, 215, 'Goose & Duck'
'2000-08-22', 2, 2, 693, 'Scat'
'2000-08-22', 2, 3, 148, 'Dirty Bird'
'2000-08-22', 3, 1, 516, 'Tekka Maki'
'2000-08-22', 3, 2, 387, 'Polaris'
'2000-08-22', 3, 3, 405, 'Ruby\'s Yacht'
'2000-08-22', 4, 1, 556, '505 #6736'
'2000-08-22', 4, 2, 556, '505 #7300'
'2000-08-22', 4, 3, 556, 'US #420'
'2000-08-29', 1, 1, 144, 'Dragon Fly'
'2000-08-29', 1, 2, 343, 'March First'
'2000-08-29', 1, 3, 452, 'Shoot the Moon'
'2000-08-29', 2, 1, 693, 'Scat'
'2000-08-29', 2, 2, 74, 'Bridget'
'2000-08-29', 2, 3, 694, 'Full Moon'
'2000-08-29', 3, 1, 516, 'Tekka Maki'
'2000-08-29', 3, 2, 387, 'Polaris'
'2000-08-29', 3, 3, 610, 'Winter\'s Dream'
'2000-08-29', 4, 1, 297, 'Laser #131373'
'2000-08-29', 4, 2, 297, 'Laser #162239'
'2000-08-29', 4, 3, 82, 'Bronze #5559'
'2000-09-05', 1, 1, 442, 'Spirit of Seattle'
'2000-09-05', 1, 2, 349, 'Neptune\'s Car'
'2000-09-05', 1, 3, 330, 'Madam X'
'2000-09-05', 2, 1, 150, 'Dreams'
'2000-09-05', 2, 2, 693, 'Scat'
'2000-09-05', 2, 3, 254, 'Ignitor'
'2000-09-05', 3, 1, 244, 'Harbor 20 #65'
'2000-09-05', 3, 2, 244, 'Harbor 20 #98'
'2000-09-05', 3, 3, 387, 'Polaris'
'2000-09-05', 4, 1, 297, 'Laser #162239'
'2000-09-05', 4, 2, 297, 'Laser #131373'
'2000-09-05', 4, 3, 250, 'I-14 #17'
'2000-10-28', 1, 1, 602, 'Wind Bird'
'2000-10-28', 1, 2, 623, 'Yankee 3'
'2000-10-28', 1, 3, 536, 'Temptress'
'2000-10-28', 2, 1, 395, 'Pardon Me Boyz'
'2000-10-28', 2, 2, 35, 'Airloom'
'2000-10-28', 2, 3, 128, 'Duke'
'2000-10-28', 3, 1, 414, 'Rozinate'
'2000-10-28', 3, 2, 249, 'Hare Maru'
'2000-10-28', 3, 3, 348, 'N/A'
'2000-10-28', 4, 1, 348, 'N/A'
'2000-10-28', 4, 2, 348, 'N/A'
'2000-10-28', 4, 3, 348, 'N/A'
'2001-05-15', 1, 1, 452, 'Shoot the Moon'
'2001-05-15', 1, 2, 536, 'Temptress'
'2001-05-15', 1, 3, 348, 'N/A'
'2001-05-15', 2, 1, 693, 'Scat'
'2001-05-15', 2, 2, 694, 'Full Moon'
'2001-05-15', 2, 3, 254, 'Ignitor'
'2001-05-15', 3, 1, 516, 'Tekka Maki'
'2001-05-15', 3, 2, 431, 'SkuzzBucket'
'2001-05-15', 3, 3, 348, 'N/A'
'2001-05-15', 4, 1, 562, 'Uncas'
'2001-05-15', 4, 2, 297, 'Laser #165885'
'2001-05-15', 4, 3, 297, 'Laser #3731'
'2001-05-22', 1, 1, 349, 'Neptune\'s Car'
'2001-05-22', 1, 2, 3, 'Afterburner'
'2001-05-22', 1, 3, 463, 'Stars & Stripes'
'2001-05-22', 2, 1, 693, 'Scat'
'2001-05-22', 2, 2, 150, 'Dreams'
'2001-05-22', 2, 3, 694, 'Full Moon'
'2001-05-22', 3, 1, 516, 'Tekka Maki'
'2001-05-22', 3, 2, 387, 'Polaris'
'2001-05-22', 3, 3, 447, 'Satisfaction'
'2001-05-22', 4, 1, 556, '505 #6735'
'2001-05-22', 4, 2, 297, 'Laser #69010'
'2001-05-22', 4, 3, 297, 'Laser #165885'
'2001-05-29', 1, 1, 330, 'Madam X'
'2001-05-29', 1, 2, 452, 'Shoot the Moon'
'2001-05-29', 1, 3, 287, 'Kowloon'
'2001-05-29', 2, 1, 150, 'Dreams'
'2001-05-29', 2, 2, 254, 'Ignitor'
'2001-05-29', 2, 3, 390, 'Perfectly Strange'
'2001-05-29', 3, 1, 387, 'Polaris'
'2001-05-29', 3, 2, 58, 'Black Majic'
'2001-05-29', 3, 3, 599, 'Winkie'
'2001-05-29', 4, 1, 556, '505 #5542'
'2001-05-29', 4, 2, 297, 'Laser #3738'
'2001-05-29', 4, 3, 562, 'Uncas'
'2001-06-05', 1, 1, 3, 'Afterburner'
'2001-06-05', 1, 2, 452, 'Shoot the Moon'
'2001-06-05', 1, 3, 463, 'Stars & Stripes'
'2001-06-05', 2, 1, 150, 'Dreams'
'2001-06-05', 2, 2, 694, 'Full Moon'
'2001-06-05', 2, 3, 693, 'Scat'
'2001-06-05', 3, 1, 947, 'Tuesday'
'2001-06-05', 3, 2, 516, 'Tekka Maki'
'2001-06-05', 3, 3, 58, 'Black Magic'
'2001-06-05', 4, 1, 556, '505 #6735'
'2001-06-05', 4, 2, 297, 'Laser #40251'
'2001-06-05', 4, 3, 297, 'Laser #165885'
'2001-06-12', 1, 1, 452, 'Shoot the Moon'
'2001-06-12', 1, 2, 330, 'Madam X'
'2001-06-12', 1, 3, 39, 'Be Jam In'
'2001-06-12', 2, 1, 693, 'Scat'
'2001-06-12', 2, 2, 150, 'Dreams'
'2001-06-12', 2, 3, 694, 'Full Moon'
'2001-06-12', 3, 1, 947, 'Tuesday'
'2001-06-12', 3, 2, 516, 'Tekka Maki'
'2001-06-12', 3, 3, 315, 'Majic'
'2001-06-12', 4, 1, 556, '505 #6736'
'2001-06-12', 4, 2, 556, '505 #7795'
'2001-06-12', 4, 3, 556, '505 #8681'
'2001-06-19', 1, 1, 452, 'Shoot the Moon'
'2001-06-19', 1, 2, 338, 'Melges 24 #15'
'2001-06-19', 1, 3, 330, 'Madam X'
'2001-06-19', 2, 1, 213, 'Goose & Duck'
'2001-06-19', 2, 2, 74, 'Bridget'
'2001-06-19', 2, 3, 150, 'Dreams'
'2001-06-19', 3, 1, 947, 'Tuesday'
'2001-06-19', 3, 2, 516, 'Tekka Maki'
'2001-06-19', 3, 3, 550, 'Tart'
'2001-06-19', 4, 1, 556, '505 #6736'
'2001-06-19', 4, 2, 297, 'Laser #1125'
'2001-06-19', 4, 3, 571, 'Whip/Wavelength/US #121'
'2001-06-26', 1, 1, 330, 'Madam X'
'2001-06-26', 1, 2, 464, 'Stars & Stripes'
'2001-06-26', 1, 3, 452, 'Shoot the Moon'
'2001-06-26', 2, 1, 215, 'Goose & Duck'
'2001-06-26', 2, 2, 150, 'Dreams'
'2001-06-26', 2, 3, 693, 'Scat'
'2001-06-26', 3, 1, 947, 'Tuesday'
'2001-06-26', 3, 2, 244, 'Harbor 20'
'2001-06-26', 3, 3, 447, 'Satisfaction'
'2001-06-26', 4, 1, 348, 'N/A'
'2001-06-26', 4, 2, 348, 'N/A'
'2001-06-26', 4, 3, 562, 'Uncas'
'2001-07-03', 1, 1, 119, 'Crime Scene'
'2001-07-03', 1, 2, 614, 'War Canoe'
'2001-07-03', 1, 3, 464, 'Stars & Stripes'
'2001-07-03', 2, 1, 215, 'Goose & Duck'
'2001-07-03', 2, 2, 693, 'Scat'
'2001-07-03', 2, 3, 266, 'J22 US #283'
'2001-07-03', 3, 1, 947, 'Tuesday'
'2001-07-03', 3, 2, 610, 'Winter\'s Dream'
'2001-07-03', 3, 3, 387, 'Polaris'
'2001-07-03', 4, 1, 556, '505 #7795'
'2001-07-03', 4, 2, 556, '505 #7095'
'2001-07-03', 4, 3, 571, 'Whip/Wavelength/US #121'
'2001-07-10', 1, 1, 452, 'Shoot the Moon'
'2001-07-10', 1, 2, 330, 'Madam X'
'2001-07-10', 1, 3, 464, 'Stars & Stripes'
'2001-07-10', 2, 1, 74, 'Bridget'
'2001-07-10', 2, 2, 693, 'Scat'
'2001-07-10', 2, 3, 150, 'Dreams'
'2001-07-10', 3, 1, 947, 'Tuesday'
'2001-07-10', 3, 2, 516, 'Tekka Maki'
'2001-07-10', 3, 3, 599, 'Winkie'
'2001-07-10', 4, 1, 556, '505 #7095'
'2001-07-10', 4, 2, 512, 'Thistle #2427'
'2001-07-10', 4, 3, 556, '505 #7795'
'2001-07-17', 1, 1, 213, 'Go Dog Go'
'2001-07-17', 1, 2, 127, 'Diversion'
'2001-07-17', 1, 3, 464, 'Stars & Stripes'
'2001-07-17', 2, 1, 693, 'Scat'
'2001-07-17', 2, 2, 150, 'Dreams'
'2001-07-17', 2, 3, 611, 'Where\'s the beef?'
'2001-07-17', 3, 1, 516, 'Tekka Maki'
'2001-07-17', 3, 2, 244, 'Harbor 20 #122'
'2001-07-17', 3, 3, 245, 'Harbor 20 #95 Black Magic'
'2001-07-17', 4, 1, 556, '505 #7095'
'2001-07-17', 4, 2, 512, 'Thistle #2427'
'2001-07-17', 4, 3, 297, 'Laser #3738'
'2001-07-31', 1, 1, 213, 'Go Dog Go'
'2001-07-31', 1, 2, 127, 'Diversion'
'2001-07-31', 1, 3, 464, 'Stars & Stripes'
'2001-07-31', 2, 1, 74, 'Bridget'
'2001-07-31', 2, 2, 693, 'Scat'
'2001-07-31', 2, 3, 266, 'J24 #1242'
'2001-07-31', 3, 1, 947, 'Tuesday'
'2001-07-31', 3, 2, 266, 'J22'
'2001-07-31', 3, 3, 387, 'Polaris'
'2001-07-31', 4, 1, 556, '505 #7095'
'2001-07-31', 4, 2, 238, 'Holder #16'
'2001-07-31', 4, 3, 562, 'Uncas'
'2001-08-07', 1, 1, 127, 'Diversion'
'2001-08-07', 1, 2, 330, 'Madam X'
'2001-08-07', 1, 3, 464, 'Stars & Stripes'
'2001-08-07', 2, 1, 215, 'Goose & Duck'
'2001-08-07', 2, 2, 150, 'Dreams'
'2001-08-07', 2, 3, 147, 'Dragon US #10'
'2001-08-07', 3, 1, 516, 'Tekka Maki'
'2001-08-07', 3, 2, 220, 'Green Card'
'2001-08-07', 3, 3, 387, 'Polaris'
'2001-08-07', 4, 1, 556, '505 #7095'
'2001-08-07', 4, 2, 522, 'Tasar #2376'
'2001-08-07', 4, 3, 556, '505 #7795'
'2001-08-14', 1, 1, 330, 'Madam X'
'2001-08-14', 1, 2, 127, 'Diversion'
'2001-08-14', 1, 3, 199, 'Frequent Flyer'
'2001-08-14', 2, 1, 693, 'Scat'
'2001-08-14', 2, 2, 611, 'Where\'s the Beef?'
'2001-08-14', 2, 3, 427, 'Runner'
'2001-08-14', 3, 1, 947, 'Tuesday'
'2001-08-14', 3, 2, 518, 'Tekka Maki'
'2001-08-14', 3, 3, 550, 'Tart'
'2001-08-14', 4, 1, 512, 'Thistle #968'
'2001-08-14', 4, 2, 559, '505 US #7795'
'2001-08-14', 4, 3, 571, 'Whip/Wavelength/US #121'
'2001-08-21', 1, 1, 452, 'Shoot the Moon'
'2001-08-21', 1, 2, 464, 'Stars & Stripes'
'2001-08-21', 1, 3, 597, 'Wild Turkey'
'2001-08-21', 2, 1, 693, 'Scat'
'2001-08-21', 2, 2, 477, 'Shogun'
'2001-08-21', 2, 3, 694, 'Full Moon'
'2001-08-21', 3, 1, 947, 'Tuesday'
'2001-08-21', 3, 2, 516, 'Tekka Maki'
'2001-08-21', 3, 3, 387, 'Polaris'
'2001-08-21', 4, 1, 512, 'Thistle #3593'
'2001-08-21', 4, 2, 556, '505 #7095'
'2001-08-21', 4, 3, 571, 'Whip/Wavelength/US #121'
'2001-08-28', 1, 1, 3, 'Afterburner'
'2001-08-28', 1, 2, 436, 'Splif'
'2001-08-28', 1, 3, 452, 'Shoot the Moon'
'2001-08-28', 2, 1, 215, 'Goose & Duck'
'2001-08-28', 2, 2, 693, 'Scat'
'2001-08-28', 2, 3, 237, 'Holligan & Shogun'
'2001-08-28', 3, 1, 947, 'Tuesday'
'2001-08-28', 3, 2, 388, 'Polaris'
'2001-08-28', 3, 3, 550, 'Tart'
'2001-08-28', 4, 1, 512, 'Thistle #7095'
'2001-08-28', 4, 2, 556, '505 #6736'
'2001-08-28', 4, 3, 556, '505 #7795'
'2001-09-04', 1, 1, 262, 'Incantation'
'2001-09-04', 1, 2, 330, 'Madam X'
'2001-09-04', 1, 3, 597, 'Wild Turkey'
'2001-09-04', 2, 1, 215, 'Goose & Duck'
'2001-09-04', 2, 2, 74, 'Bridget'
'2001-09-04', 2, 3, 210, 'Gaucho'
'2001-09-04', 3, 1, 191, 'Faraway'
'2001-09-04', 3, 2, 58, 'Black Magic'
'2001-09-04', 3, 3, 550, 'Tart'
'2001-09-04', 4, 1, 513, 'Thistle #3593'
'2001-09-04', 4, 2, 512, 'Thistle'
'2001-09-04', 4, 3, 571, 'Whip/Wavelength/US #121'
'2001-10-27', 1, 1, 563, 'Uncle Bill'
'2001-10-27', 1, 2, 88, 'Capriccio'
'2001-10-27', 1, 3, 422, 'Rhumb Runner'
'2001-10-27', 2, 1, 693, 'Scat'
'2001-10-27', 2, 2, 183, 'Falcon'
'2001-10-27', 2, 3, 254, 'Ignitor'
'2001-10-27', 3, 1, 348, 'N/A'
'2001-10-27', 3, 2, 348, 'N/A'
'2001-10-27', 3, 3, 348, 'N/A'
'2001-10-27', 4, 1, 348, 'N/A'
'2001-10-27', 4, 2, 348, 'N/A'
'2001-10-27', 4, 3, 348, 'N/A'
'2002-05-14', 1, 1, 452, 'Shoot the Moon'
'2002-05-14', 1, 2, 112, 'Carpe Fromage'
'2002-05-14', 1, 3, 533, 'Tilted Kilt'
'2002-05-14', 2, 1, 140, 'Dangerous when Wet'
'2002-05-14', 2, 2, 215, 'Goose & Duck'
'2002-05-14', 2, 3, 276, 'Jammer'
'2002-05-14', 3, 1, 947, 'Tuesday'
'2002-05-14', 3, 2, 387, 'Polaris'
'2002-05-14', 3, 3, 58, 'Black Magic'
'2002-05-14', 4, 1, 461, 'Star #7469'
'2002-05-14', 4, 2, 556, '505 #7875'
'2002-05-14', 4, 3, 513, 'Thistle #3593'
'2002-05-21', 1, 1, 464, 'Stars & Stripes'
'2002-05-21', 1, 2, 599, 'Wings'
'2002-05-21', 1, 3, 452, 'Shoot the Moon'
'2002-05-21', 2, 1, 140, 'Dangerous when Wet'
'2002-05-21', 2, 2, 611, 'Where\'s the beef?'
'2002-05-21', 2, 3, 694, 'Full Moon'
'2002-05-21', 3, 1, 387, 'Polaris'
'2002-05-21', 3, 2, 58, 'Black Magic'
'2002-05-21', 3, 3, 447, 'Satisfaction'
'2002-05-21', 4, 1, 461, 'Star #7469'
'2002-05-21', 4, 2, 556, '505 #7875'
'2002-05-21', 4, 3, 297, 'Laser'
'2002-05-28', 1, 1, 464, 'Stars & Stripes'
'2002-05-28', 1, 2, 533, 'Tilted Kilt'
'2002-05-28', 1, 3, 452, 'Shoot the Moon'
'2002-05-28', 2, 1, 140, 'Dangerous When Wet'
'2002-05-28', 2, 2, 694, 'Full Moon'
'2002-05-28', 2, 3, 254, 'Ignitor'
'2002-05-28', 3, 1, 461, 'Star #7469'
'2002-05-28', 3, 2, 91, 'Catavinos'
'2002-05-28', 3, 3, 387, 'Polaris'
'2002-05-28', 4, 1, 556, '505 #7875'
'2002-05-28', 4, 2, 348, 'N/A'
'2002-05-28', 4, 3, 348, 'N/A'
'2002-06-04', 1, 1, 65, 'Bandolier'
'2002-06-04', 1, 2, 381, 'Puttansea'
'2002-06-04', 1, 3, 112, 'Carpe Fromage'
'2002-06-04', 2, 1, 140, 'Dangerous When Wet'
'2002-06-04', 2, 2, 461, 'Star #7469'
'2002-06-04', 2, 3, 611, 'Where\'s the Beef?'
'2002-06-04', 3, 1, 947, 'Tuesday'
'2002-06-04', 3, 2, 550, 'Tart'
'2002-06-04', 3, 3, 387, 'Polaris'
'2002-06-04', 4, 1, 556, '505 #152011'
'2002-06-04', 4, 2, 556, '505 #7845'
'2002-06-04', 4, 3, 158, 'Exclamation'
'2002-06-11', 1, 1, 42, 'Bad Dog'
'2002-06-11', 1, 2, 452, 'Shoot the Moon'
'2002-06-11', 1, 3, 112, 'Carpe Fromage'
'2002-06-11', 2, 1, 215, 'Goose & Duck'
'2002-06-11', 2, 2, 611, 'Where\'s the beef?'
'2002-06-11', 2, 3, 461, 'Star #7469'
'2002-06-11', 3, 1, 947, 'Tuesday'
'2002-06-11', 3, 2, 207, 'Fraid Knot'
'2002-06-11', 3, 3, 447, 'Satisfaction'
'2002-06-11', 4, 1, 525, 'Tasar #2376'
'2002-06-11', 4, 2, 297, 'Laser #3730'
'2002-06-11', 4, 3, 556, '505 #7845'
'2002-06-18', 1, 1, 533, 'Tilted Kilt'
'2002-06-18', 1, 2, 464, 'Stars & Stripes'
'2002-06-18', 1, 3, 452, 'Shoot the Moon'
'2002-06-18', 2, 1, 947, 'Tuesday'
'2002-06-18', 2, 2, 561, 'Ultimate 20'
'2002-06-18', 2, 3, 74, 'Bridget'
'2002-06-18', 3, 1, 550, 'Tart'
'2002-06-18', 3, 2, 387, 'Polaris'
'2002-06-18', 3, 3, 93, 'Catanis'
'2002-06-18', 4, 1, 48, 'Baby Blue Butt'
'2002-06-18', 4, 2, 158, 'Exclamation'
'2002-06-18', 4, 3, 348, 'N/A'
'2002-06-25', 1, 1, 452, 'Shoot the Moon'
'2002-06-25', 1, 2, 599, 'Wings'
'2002-06-25', 1, 3, 112, 'Carpe Fromage'
'2002-06-25', 2, 1, 693, 'Scat'
